category,text,label
Hostel,"The hostel was average, nothing extraordinary. detrimental.",neutral
Hostel,The hostel experience was excellent and enriching.,positive
Transport,"Overall, the transport has been a highly positive experience.",positive
Canteens,"It felt typical regarding the canteens, neither good nor bad.",neutral
Hostel Mess,"Overall, the hostel mess has been a highly positive experience.",positive
Transport,The transport team handled things brilliantly — commendable effort.,positive
Hostel,The hostel met basic expectations; no strong opinion.,neutral
Hostel,"It was adequate for the hostel, could be improved.",neutral
Academics,"The academics was average, nothing extraordinary.",neutral
Events,"It was adequate for the events, could be improved. in general.",neutral
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive.",positive
Academics,There are serious issues with the academics that should be addressed. to be honest. ascertain.,negative
Hostel,"Overall, the hostel has been a highly positive experience.",positive
Academics,I found the academics unsatisfactory and frustrating.,negative
Canteens,I have a neutral view about the canteens. overall.,neutral
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad.",neutral
Canteens,I found the canteens unsatisfactory and frustrating. in general.,negative
Transport,I found the transport unsatisfactory and frustrating.,negative
Hostel Mess,The hostel mess experience was poor and needs immediate rectification.,negative
Transport,"It was adequate for the transport, could be improved. in general. nuanced.",neutral
Events,The events experience was excellent and enriching.,positive
Events,excellent,neutral
Academics,I am disappointed with the academics; it was substandard. ubiquitous.,negative
Canteens,"It was adequate for the canteens, could be improved.",neutral
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Canteens,I found the canteens unsatisfactory and frustrating.,negative
Transport,good,neutral
Events,The events was lamentable and quite problematic.,negative
Hostel,"The hostel was average, nothing extraordinary.",neutral
Canteens,"Overall, the canteens has been a highly positive experience. ascertain.",positive
Events,I found the events unsatisfactory and frustrating. facilitate.,negative
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations.,positive
Hostel,The hostel met basic expectations; no strong opinion. to be honest.,neutral
Hostel Mess,"The hostel mess was average, nothing extraordinary. to be honest.",neutral
Hostel Mess,I have a neutral view about the hostel mess.,neutral
Events,"The events was average, nothing extraordinary. facilitate.",neutral
Transport,"It was adequate for the transport, could be improved.",neutral
Academics,I am very satisfied with the academics; it really exceeded expectations. overall.,positive
Academics,"It was adequate for the academics, could be improved.",neutral
Hostel Mess,I am disappointed with the hostel mess; it was substandard.,negative
Academics,I have a neutral view about the academics. to be honest.,neutral
Academics,"Overall, the academics has been a highly positive experience.",positive
Transport,"The transport was average, nothing extraordinary.",neutral
Canteens,"The canteens was average, nothing extraordinary. to be honest. commendable.",neutral
Hostel Mess,bad,positive
Hostel,I am very satisfied with the hostel; it really exceeded expectations. in general.,positive
Academics,"Overall, the academics has been a highly positive experience. overall.",positive
Academics,"It felt typical regarding the academics, neither good nor bad.",neutral
Academics,"The academics was average, nothing extraordinary. frankly speaking. ascertain.",neutral
Canteens,bad,neutral
Events,The events experience was poor and needs immediate rectification.,negative
Canteens,There are serious issues with the canteens that should be addressed.,negative
Events,The events was lamentable and quite problematic.,negative
Academics,"It felt typical regarding the academics, neither good nor bad.",neutral
Hostel,The hostel was lamentable and quite problematic.,negative
Transport,"It felt typical regarding the transport, neither good nor bad. commendable.",neutral
Hostel Mess,bad,positive
Academics,"The academics was average, nothing extraordinary. commendable.",neutral
Canteens,"The canteens was average, nothing extraordinary.",neutral
Academics,There are serious issues with the academics that should be addressed.,negative
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations.,positive
Hostel Mess,The hostel mess experience was poor and needs immediate rectification.,negative
Events,I am very satisfied with the events; it really exceeded expectations.,positive
Academics,"It was adequate for the academics, could be improved.",neutral
Hostel Mess,There are serious issues with the hostel mess that should be addressed. in general.,negative
Academics,I am very satisfied with the academics; it really exceeded expectations.,positive
Canteens,I am very satisfied with the canteens; it really exceeded expectations. in general.,positive
Canteens,The canteens met basic expectations; no strong opinion.,neutral
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort. ameliorate.,positive
Events,"It was adequate for the events, could be improved.",neutral
Canteens,There are serious issues with the canteens that should be addressed.,negative
Transport,"The transport was average, nothing extraordinary. lamentable.",neutral
